bead_type,a
C12_B1,1.0003060940765738
C12_B2,1.0002892175202829
C12_B3,1.0002998913763914
C12_B4,1.000293461365425
C4H_B1,0.9999987914339611
C4H_B2,0.9999986017807994
H2O_B1,0.9991123571483546
