#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
10250,6437.461727142334,7726.035252092406,14163.49697923474,309.74281830409177,59.82922259027367,2.9975020815986686
10500,6506.813823699951,7319.698825490661,13826.512649190612,293.4524719817459,59.82922259027367,2.9975020815986686
10750,6450.482933044434,7537.918893160997,13988.40182620543,302.20108580051067,59.82922259027367,2.9975020815986686
11000,6460.96231842041,7447.084374088794,13908.046692509204,298.5594586245149,59.82922259027367,2.9975020815986686
11250,6434.494417190552,7450.824386439286,13885.318803629838,298.7093986556091,59.82922259027367,2.9975020815986686
11500,6462.389598846436,7603.309977542609,14065.699576389045,304.822665706302,59.82922259027367,2.9975020815986686
11750,6552.669540405273,7496.735766652506,14049.40530705778,300.5500219294444,59.82922259027367,2.9975020815986686
12000,6427.011138916016,7593.062015598873,14020.073154514888,304.4118168671815,59.82922259027367,2.9975020815986686
12250,6508.974296569824,7157.906633591279,13666.880930161104,286.96609599932475,59.82922259027367,2.9975020815986686
12500,6450.0378704071045,7627.842348461971,14077.880218869075,305.8061877147198,59.82922259027367,2.9975020815986686
12750,6484.747943878174,7434.373550847173,13919.121494725347,298.049871742581,59.82922259027367,2.9975020815986686
13000,6490.817262649536,7438.283363371156,13929.100626020692,298.20661919592607,59.82922259027367,2.9975020815986686
13250,6448.696968078613,7171.409961453639,13620.106929532252,287.50745501363144,59.82922259027367,2.9975020815986686
13500,6534.054080963135,7613.33036592789,14147.384446891025,305.22439094281555,59.82922259027367,2.9975020815986686
13750,6496.374195098877,7426.0653129294515,13922.439508028328,297.7167879623745,59.82922259027367,2.9975020815986686
14000,6462.926265716553,7495.46470167255,13958.390967389103,300.49906393659387,59.82922259027367,2.9975020815986686
14250,6466.496746063232,7514.092087428551,13980.588833491784,301.2458504543151,59.82922259027367,2.9975020815986686
14500,6494.325866699219,7588.040109159425,14082.365975858644,304.210484695756,59.82922259027367,2.9975020815986686
14750,6494.111030578613,7258.588738549501,13752.699769128114,291.0025206239862,59.82922259027367,2.9975020815986686
15000,6461.675266265869,7272.330661582062,13734.005927847931,291.5534451059669,59.82922259027367,2.9975020815986686
15250,6500.585334777832,7392.534307319671,13893.119642097503,296.3725036251614,59.82922259027367,2.9975020815986686
15500,6423.040191650391,7535.034570131451,13958.074761781842,302.08545102602153,59.82922259027367,2.9975020815986686
15750,6481.136608123779,7410.55568485707,13891.69229298085,297.0949947976738,59.82922259027367,2.9975020815986686
16000,6486.921279907227,7462.238649977371,13949.159929884598,299.1670054412104,59.82922259027367,2.9975020815986686
16250,6586.267345428467,7522.122571079992,14108.389916508459,301.56779884794537,59.82922259027367,2.9975020815986686
16500,6451.395336151123,7628.93269935064,14080.328035501763,305.84990073778755,59.82922259027367,2.9975020815986686
16750,6455.257862091064,7383.102562837303,13838.360424928367,295.99437758480957,59.82922259027367,2.9975020815986686
17000,6479.057205200195,7414.339536784217,13893.396741984412,297.24669239181077,59.82922259027367,2.9975020815986686
17250,6427.109825134277,7475.9426622875035,13903.05248742178,299.71641005256845,59.82922259027367,2.9975020815986686
17500,6486.012046813965,7466.28441170603,13952.296458519995,299.32920320489285,59.82922259027367,2.9975020815986686
17750,6443.503746032715,7466.590232346207,13910.093978378922,299.3414637944311,59.82922259027367,2.9975020815986686
18000,6478.8490352630615,7749.977311072871,14228.826346335933,310.70267424347594,59.82922259027367,2.9975020815986686
18250,6430.307155609131,7403.758525457233,13834.065681066364,296.8224913414674,59.82922259027367,2.9975020815986686
18500,6483.897445678711,7354.339573009871,13838.237018688582,294.84124674327114,59.82922259027367,2.9975020815986686
18750,6468.098711013794,7536.834806187078,14004.933517200872,302.15762390270254,59.82922259027367,2.9975020815986686
19000,6441.84733581543,7657.523363515735,14099.370699331164,306.99612290824473,59.82922259027367,2.9975020815986686
19250,6446.066982269287,7679.785144930705,14125.852127199993,307.88861520098635,59.82922259027367,2.9975020815986686
19500,6453.572238922119,7242.530470551923,13696.102709474042,290.35873205399423,59.82922259027367,2.9975020815986686
19750,6441.58678817749,7464.893566718558,13906.480354896048,299.27344313751195,59.82922259027367,2.9975020815986686
20000,6406.967212677002,7514.477777003776,13921.444989680778,301.2613130521576,59.82922259027367,2.9975020815986686
20250,6495.212352752686,7340.67073803395,13835.883090786636,294.2932524188564,59.82922259027367,2.9975020815986686
20500,6481.843479156494,7380.406488223001,13862.249967379496,295.88628983706525,59.82922259027367,2.9975020815986686
20750,6512.900241851807,7518.66115122661,14031.561393078417,301.42902780875943,59.82922259027367,2.9975020815986686
21000,6468.76428604126,7457.350877147168,13926.115163188428,298.9710507914762,59.82922259027367,2.9975020815986686
21250,6481.563524246216,7373.902015242726,13855.465539488941,295.62552040918206,59.82922259027367,2.9975020815986686
21500,6478.547002792358,7225.352502083406,13703.899504875764,289.67005381314146,59.82922259027367,2.9975020815986686
21750,6484.785715103149,7608.564296239987,14093.350011343136,305.03331546759495,59.82922259027367,2.9975020815986686
22000,6439.8569984436035,7415.732075979933,13855.589074423537,297.30252038133017,59.82922259027367,2.9975020815986686
22250,6476.0075607299805,7528.530681770295,14004.538242500275,301.82470503597773,59.82922259027367,2.9975020815986686
22500,6483.8413734436035,7585.640837983228,14069.482211426832,304.1142960308403,59.82922259027367,2.9975020815986686
22750,6464.569728851318,7507.158730780706,13971.728459632024,300.9678867435193,59.82922259027367,2.9975020815986686
