#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
10250,5989.837375640869,7668.42980711814,13658.26718275901,307.4333707939788,59.82922259027367,2.9975020815986686
10500,6038.016578674316,7444.251914870925,13482.268493545242,298.4459031109497,59.82922259027367,2.9975020815986686
10750,6096.2434425354,7294.118754580617,13390.362197116017,292.4269468582422,59.82922259027367,2.9975020815986686
11000,6065.523057937622,7554.791139562614,13620.314197500236,302.87750740370524,59.82922259027367,2.9975020815986686
11250,6052.41873550415,7436.555609494448,13488.974344998598,298.1373521866974,59.82922259027367,2.9975020815986686
11500,6024.924087524414,7531.494798686355,13556.41888621077,301.9435388100166,59.82922259027367,2.9975020815986686
11750,6073.861644744873,7512.7315064091235,13586.593151153997,301.19130369317077,59.82922259027367,2.9975020815986686
12000,6017.000755310059,7627.139155043289,13644.139910353348,305.777996138548,59.82922259027367,2.9975020815986686
12250,6078.911952972412,7578.161416143179,13657.073369115591,303.81444013782,59.82922259027367,2.9975020815986686
12500,6101.69356918335,7399.006250863895,13500.699820047244,296.63196892241723,59.82922259027367,2.9975020815986686
12750,6072.213031768799,7551.83975767903,13624.05278944783,302.7591841871155,59.82922259027367,2.9975020815986686
13000,6118.47114944458,7268.321326002479,13386.792475447059,291.39270769519584,59.82922259027367,2.9975020815986686
13250,6056.942783355713,7356.331247445196,13413.274030800909,294.92109453487615,59.82922259027367,2.9975020815986686
13500,6055.4155349731445,7548.236796630546,13603.652331603691,302.6147386503061,59.82922259027367,2.9975020815986686
13750,6049.752113342285,7506.962994338479,13556.715107680764,300.96003951589444,59.82922259027367,2.9975020815986686
14000,5997.854383468628,7391.142590162577,13388.996973631205,296.31670859181577,59.82922259027367,2.9975020815986686
14250,6052.179267883301,7423.995937350952,13476.175205234253,297.63382507094315,59.82922259027367,2.9975020815986686
14500,6103.721523284912,7313.117492116173,13416.839015401085,293.1886211603222,59.82922259027367,2.9975020815986686
14750,6020.035892486572,7368.791139180772,13388.827031667344,295.4206213757479,59.82922259027367,2.9975020815986686
15000,6072.480886459351,7510.071762362495,13582.552648821846,301.08467246640447,59.82922259027367,2.9975020815986686
15250,6099.963527679443,7428.773164971033,13528.736692650476,297.82534787642396,59.82922259027367,2.9975020815986686
15500,6041.259662628174,7505.582520233467,13546.842182861641,300.9046952253327,59.82922259027367,2.9975020815986686
15750,6070.805009841919,7429.980211500078,13500.785221341997,297.8737393193221,59.82922259027367,2.9975020815986686
16000,6106.559047698975,7188.486069262028,13295.045116961002,288.19204958065757,59.82922259027367,2.9975020815986686
16250,6102.377418518066,7331.818055331707,13434.195473849773,293.93834141984144,59.82922259027367,2.9975020815986686
16500,6067.881422042847,7518.864957842976,13586.746379885823,301.4371985760006,59.82922259027367,2.9975020815986686
16750,6081.28804397583,7345.41280550044,13426.70084947627,294.48336562617845,59.82922259027367,2.9975020815986686
17000,6054.737131118774,7647.186602279544,13701.923733398318,306.58171403578103,59.82922259027367,2.9975020815986686
17250,5971.449920654297,7366.087940014899,13337.537860669196,295.31224799913815,59.82922259027367,2.9975020815986686
17500,6036.201324462891,7425.278728799894,13461.480053262785,297.68525318714086,59.82922259027367,2.9975020815986686
17750,6067.080274581909,7293.795883979648,13360.876158561558,292.4140027223914,59.82922259027367,2.9975020815986686
18000,6050.777122497559,7651.647187802009,13702.424310299568,306.76054241099985,59.82922259027367,2.9975020815986686
18250,6118.51012802124,7414.660903643817,13533.171031665057,297.2595762414897,59.82922259027367,2.9975020815986686
18500,5966.252300262451,7597.244432078907,13563.496732341358,304.5794932271226,59.82922259027367,2.9975020815986686
18750,6079.353698730469,7416.039533196017,13495.393231926486,297.31484658248127,59.82922259027367,2.9975020815986686
19000,6071.437131881714,7490.114879543893,13561.552011425607,300.28458536776947,59.82922259027367,2.9975020815986686
19250,6046.293643951416,7618.576141143218,13664.869785094634,305.43469818920624,59.82922259027367,2.9975020815986686
19500,6073.484363555908,7617.499847062863,13690.984210618772,305.3915487146187,59.82922259027367,2.9975020815986686
19750,6054.9928550720215,7259.788319033571,13314.781174105592,291.05061274728035,59.82922259027367,2.9975020815986686
20000,6060.060386657715,7537.335772957653,13597.396159615368,302.1777080538009,59.82922259027367,2.9975020815986686
20250,6039.4690017700195,7682.438103778288,13721.907105548307,307.9949744037964,59.82922259027367,2.9975020815986686
20500,6067.51117515564,7520.780258323997,13588.291433479637,301.5139844758229,59.82922259027367,2.9975020815986686
20750,6043.177345275879,7582.0748439328745,13625.252189208753,303.97133253000544,59.82922259027367,2.9975020815986686
21000,6036.338275909424,7485.059283031151,13521.397558940575,300.08190253485833,59.82922259027367,2.9975020815986686
21250,6038.78751373291,7439.652568200603,13478.440081933513,298.26151169238386,59.82922259027367,2.9975020815986686
21500,6008.87028503418,7478.309643466026,13487.179928500205,299.8113041861293,59.82922259027367,2.9975020815986686
21750,6038.9782638549805,7368.992642305791,13407.970906160772,295.4286997942127,59.82922259027367,2.9975020815986686
22000,6073.0898694992065,7374.605911758728,13447.695781257935,295.6537401730774,59.82922259027367,2.9975020815986686
22250,6048.886177062988,7280.107450518757,13328.993627581745,291.865222679329,59.82922259027367,2.9975020815986686
22500,6069.5618724823,7198.163870984688,13267.725743466988,288.58004024893125,59.82922259027367,2.9975020815986686
22750,6085.331367492676,7455.1794479331,13540.510815425776,298.8839964896814,59.82922259027367,2.9975020815986686
23000,5966.4441776275635,7502.394196990877,13468.83837461844,300.7768728436581,59.82922259027367,2.9975020815986686
23250,6052.485866546631,7329.295557446312,13381.781423992943,293.8372124994192,59.82922259027367,2.9975020815986686
23500,6015.026985168457,7319.667109880596,13334.694095049053,293.4512004780412,59.82922259027367,2.9975020815986686
23750,6022.843828201294,7330.2887095338665,13353.13253773516,293.8770287462478,59.82922259027367,2.9975020815986686
24000,6060.337100982666,7527.981224593939,13588.318325576605,301.80267686644595,59.82922259027367,2.9975020815986686
24250,6049.990951538086,7383.83773346059,13433.828684998676,296.0238511522166,59.82922259027367,2.9975020815986686
24500,6046.3211879730225,7400.5754015520215,13446.896589525044,296.69487740530985,59.82922259027367,2.9975020815986686
24750,6014.992443084717,7486.501359662972,13501.49380274769,300.1397165190788,59.82922259027367,2.9975020815986686
25000,6093.39744758606,7366.3505942337215,13459.748041819781,295.32277801295805,59.82922259027367,2.9975020815986686
25250,6017.034851074219,7484.611230149865,13501.646081224084,300.06393974311976,59.82922259027367,2.9975020815986686
25500,6036.823987960815,7533.022853935137,13569.846841895953,302.0047997444854,59.82922259027367,2.9975020815986686
25750,6063.860569000244,7442.61978892982,13506.480357930064,298.3804699007287,59.82922259027367,2.9975020815986686
26000,6106.36544418335,7403.104401811957,13509.469845995307,296.79626701103194,59.82922259027367,2.9975020815986686
