Iteration,RDF Error
0,0.15114415829060493
1,0.15255736017300955
2,0.1511845218315916
3,0.15105590957240347
4,0.1512522917486877
5,0.15036686787353823
6,0.15067211697577895
7,0.1512235483119506
8,0.15090331790759273
9,0.15124972344709697
10,0.15030827179976403
11,0.15050073448173856
12,0.15030916731653585
13,0.1508617343804556
14,0.15043898035778772
15,0.15077348350571287
16,0.15034196123344767
17,0.15025720389421185
18,0.1503023381855709
19,0.1511472024760453
