#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
10250,47340.05157470703,2353.452264793217,49693.50383950025,304.3604799648576,45.11750744639256,1.2322233898899828
10500,47291.781158447266,2251.675346981734,49543.456505429,291.19816857326936,45.11750744639256,1.2322233898899828
10750,47271.56719970703,2339.2633979031816,49610.83059761021,302.52550315168304,45.11750744639256,1.2322233898899828
11000,47385.594818115234,2207.6133650401607,49593.208183155395,285.49984778191117,45.11750744639256,1.2322233898899828
11250,47329.81837463379,2145.108824254945,49474.927198888734,277.4164409850273,45.11750744639256,1.2322233898899828
11500,47346.6339263916,2247.010778758675,49593.64470515028,290.59492276096313,45.11750744639256,1.2322233898899828
11750,47567.65431213379,2344.2661576904356,49911.920469824225,303.1724856262272,45.11750744639256,1.2322233898899828
12000,47316.723236083984,2484.9817208498716,49801.704956933856,321.37054172552706,45.11750744639256,1.2322233898899828
12250,47038.910552978516,2338.3566842079163,49377.26723718643,302.4082423006303,45.11750744639256,1.2322233898899828
12500,47136.28729248047,2449.852450089529,49586.13974257,316.8274448166238,45.11750744639256,1.2322233898899828
12750,47468.439682006836,2339.246834769845,49807.68651677668,302.5233611225935,45.11750744639256,1.2322233898899828
13000,47412.10176086426,2265.629897768842,49677.7316586331,293.002842429967,45.11750744639256,1.2322233898899828
13250,47326.54998779297,2431.1922748982906,49757.74226269126,314.41421555236565,45.11750744639256,1.2322233898899828
13500,47245.31704711914,2351.976530238986,49597.29357735813,304.1696304269487,45.11750744639256,1.2322233898899828
13750,47235.47448730469,2226.2786274179816,49461.75311472267,287.9137349471487,45.11750744639256,1.2322233898899828
14000,47368.521560668945,2303.872368859127,49672.39392952807,297.9485543231734,45.11750744639256,1.2322233898899828
14250,47482.302001953125,2173.8856675559655,49656.18766950909,281.13800949525233,45.11750744639256,1.2322233898899828
14500,47510.16758728027,2389.5231325998902,49899.690719880164,309.02534901813004,45.11750744639256,1.2322233898899828
14750,47368.2604675293,2364.2470016144216,49732.50746914372,305.7565105235164,45.11750744639256,1.2322233898899828
15000,47427.78707885742,2317.438927233219,49745.22600609064,299.7030510172343,45.11750744639256,1.2322233898899828
15250,47243.475997924805,2419.8935378603637,49663.36953578517,312.9530051087528,45.11750744639256,1.2322233898899828
15500,47187.54512023926,2326.668813092634,49514.21393333189,300.8967070485111,45.11750744639256,1.2322233898899828
15750,47273.84201049805,2347.633336821571,49621.47534731962,303.60794644768134,45.11750744639256,1.2322233898899828
16000,47252.32522583008,2344.428379178047,49596.753605008125,303.19346493843534,45.11750744639256,1.2322233898899828
16250,47363.244064331055,2254.575497224927,49617.81956155598,291.57323083103984,45.11750744639256,1.2322233898899828
16500,47405.22836303711,2348.6815145350993,49753.90987757221,303.7435021488742,45.11750744639256,1.2322233898899828
16750,47128.54704284668,2210.132979599759,49338.68002244644,285.82569721941957,45.11750744639256,1.2322233898899828
17000,47105.078201293945,2353.2698988560587,49458.348100150004,304.3368954694365,45.11750744639256,1.2322233898899828
17250,47172.73123168945,2485.3505152985454,49658.081746988,321.4182361092568,45.11750744639256,1.2322233898899828
17500,47228.337982177734,2249.679981966503,49478.01796414424,290.9401177672998,45.11750744639256,1.2322233898899828
17750,47301.74526977539,2354.6684826419223,49656.41375241731,304.5177674755122,45.11750744639256,1.2322233898899828
18000,47375.50053405762,2489.0599070824683,49864.560441140085,321.8979536206853,45.11750744639256,1.2322233898899828
18250,47225.316802978516,2289.346692994237,49514.66349597275,296.0700196512835,45.11750744639256,1.2322233898899828
18500,47202.5212097168,2317.993275359273,49520.51448507607,299.77474215124937,45.11750744639256,1.2322233898899828
18750,47368.9951171875,2416.934398982674,49785.929516170174,312.5703141391633,45.11750744639256,1.2322233898899828
19000,47423.98190307617,2432.1346549671143,49856.116558043286,314.5360889612073,45.11750744639256,1.2322233898899828
19250,47148.73550415039,2313.6786565110087,49462.4141606614,299.216753581365,45.11750744639256,1.2322233898899828
19500,47153.10432434082,2275.101648271084,49428.205972611904,294.22777763349575,45.11750744639256,1.2322233898899828
19750,47324.19822692871,2387.6745370849967,49711.87276401371,308.7862791943691,45.11750744639256,1.2322233898899828
20000,47136.44972229004,2331.5960600934923,49468.04578238353,301.53392382342554,45.11750744639256,1.2322233898899828
20250,47382.90576171875,2341.29332440719,49724.19908612594,302.7880236260924,45.11750744639256,1.2322233898899828
20500,47276.28039550781,2321.5329885683022,49597.813384076115,300.2325159618148,45.11750744639256,1.2322233898899828
20750,47238.71482849121,2402.808698415756,49641.52352690697,310.7435063178605,45.11750744639256,1.2322233898899828
21000,47370.3779296875,2229.862352501601,49600.2402821891,288.3772005983666,45.11750744639256,1.2322233898899828
21250,47378.207611083984,2366.4270131532103,49744.634624237195,306.03844076200073,45.11750744639256,1.2322233898899828
21500,47392.29763793945,2138.719812657684,49531.01745059714,276.59018133857796,45.11750744639256,1.2322233898899828
21750,47360.27192687988,2281.2483255043626,49641.520252384245,295.0226973609516,45.11750744639256,1.2322233898899828
22000,47307.707443237305,2337.120514072478,49644.82795730978,302.24837445824033,45.11750744639256,1.2322233898899828
22250,47343.49464416504,2270.5673139467835,49614.06195811182,293.6413743348563,45.11750744639256,1.2322233898899828
22500,47473.98524475098,2310.543441798538,49784.528686549515,298.81129158455485,45.11750744639256,1.2322233898899828
22750,47281.65028381348,2372.735301475972,49654.38558528945,306.8542608618578,45.11750744639256,1.2322233898899828
23000,47318.42498779297,2378.9770488142967,49697.402036607265,307.6614755413868,45.11750744639256,1.2322233898899828
23250,47516.07304382324,2314.585649393499,49830.65869321674,299.3340505383372,45.11750744639256,1.2322233898899828
23500,47159.98553466797,2280.746265705675,49440.73180037364,294.9577684207791,45.11750744639256,1.2322233898899828
23750,47193.057540893555,2349.963908560574,49543.02144945413,303.90934790106405,45.11750744639256,1.2322233898899828
24000,47350.09262084961,2346.6236002370715,49696.71622108668,303.47736214984207,45.11750744639256,1.2322233898899828
24250,47232.00003051758,2299.630374815315,49531.63040533289,297.3999579643277,45.11750744639256,1.2322233898899828
24500,47112.42791748047,2283.3373433128,49395.76526079327,295.2928598249806,45.11750744639256,1.2322233898899828
24750,47166.53437805176,2217.384743699804,49383.91912175156,286.7635324307387,45.11750744639256,1.2322233898899828
