bead_type,a
C12_B1,1.000255067187992
C12_B2,1.0002408733304737
C12_B3,1.0002499331657317
C12_B4,1.000244565595257
C4H_B1,0.9999989596920728
C4H_B2,0.9999988450092209
H2O_B1,0.9992596096377344
