bead_type,a
C12_B1,1.0073693782969064
C12_B2,1.0068601488943978
C12_B3,1.0072102304854023
C12_B4,1.006997450677759
C4H_B1,1.0000461603935518
C4H_B2,1.000040392542121
H2O_B1,0.9786075541831548
