bead_type,a
C12_B1,1.0025404354732153
C12_B2,1.0024033809164323
C12_B3,1.0024864882163296
C12_B4,1.0024313336625141
C4H_B1,0.9999937918094055
C4H_B2,0.9999915285005445
H2O_B1,0.9927555564218551
