bead_type,a
C12_B1,1.0004849693857074
C12_B2,1.0004583032676042
C12_B3,1.0004750749997213
C12_B4,1.0004645377358137
C4H_B1,0.9999981956822213
C4H_B2,0.9999977967922774
H2O_B1,0.9985988222713793
