bead_type,a
C12_B1,1.00475689070081
C12_B2,1.0044013501513755
C12_B3,1.004583551219159
C12_B4,1.004436053693996
C4H_B1,1.000073566734696
C4H_B2,1.000070487312346
H2O_B1,0.9850084972729185
