bead_type,a
C12_B1,1.0004593374127784
C12_B2,1.000434220900449
C12_B3,1.0004500792561966
C12_B4,1.000440096796798
C4H_B1,0.9999982622856912
C4H_B2,0.9999979071295875
H2O_B1,0.9986719231371436
