bead_type,a
C12_B1,1.002184449067415
C12_B2,1.0019758406379247
C12_B3,1.0019931556010686
C12_B4,1.0019093493471962
C4H_B1,1.000097340415621
C4H_B2,1.0000968153937553
H2O_B1,0.9918365339759787
