Iteration,Gradient Norm
0,1.3887608059139118
1,1.399794110276135
2,1.4007141242305257
3,1.4029198934871412
4,1.4186150818801064
5,1.4312139677344835
6,1.4404460053099182
7,1.4511631562635061
8,1.455143893589043
9,1.4616872811845258
10,1.471873092688251
11,1.4797781769774934
12,1.4831717924809769
13,1.4971235192592214
14,1.5050687876229738
15,1.5154435012367284
16,1.5256173297297093
17,1.5301039146404574
18,1.5392449314491168
19,1.5462718732968372
