r_nm,H2O_B1-H2O_B1_target,H2O_B1-H2O_B1_current,H2O_B1-C12_B1_target,H2O_B1-C12_B1_current,H2O_B1-C12_B2_target,H2O_B1-C12_B2_current,H2O_B1-C12_B3_target,H2O_B1-C12_B3_current,H2O_B1-C12_B4_target,H2O_B1-C12_B4_current,H2O_B1-C4H_B1_target,H2O_B1-C4H_B1_current,H2O_B1-C4H_B2_target,H2O_B1-C4H_B2_current,C12_B1-C12_B1_target,C12_B1-C12_B1_current,C12_B1-C12_B2_target,C12_B1-C12_B2_current,C12_B1-C12_B3_target,C12_B1-C12_B3_current,C12_B1-C12_B4_target,C12_B1-C12_B4_current,C12_B1-C4H_B1_target,C12_B1-C4H_B1_current,C12_B1-C4H_B2_target,C12_B1-C4H_B2_current,C12_B2-C12_B2_target,C12_B2-C12_B2_current,C12_B2-C12_B3_target,C12_B2-C12_B3_current,C12_B2-C12_B4_target,C12_B2-C12_B4_current,C12_B2-C4H_B1_target,C12_B2-C4H_B1_current,C12_B2-C4H_B2_target,C12_B2-C4H_B2_current,C12_B3-C12_B3_target,C12_B3-C12_B3_current,C12_B3-C12_B4_target,C12_B3-C12_B4_current,C12_B3-C4H_B1_target,C12_B3-C4H_B1_current,C12_B3-C4H_B2_target,C12_B3-C4H_B2_current,C12_B4-C12_B4_target,C12_B4-C12_B4_current,C12_B4-C4H_B1_target,C12_B4-C4H_B1_current,C12_B4-C4H_B2_target,C12_B4-C4H_B2_current,C4H_B1-C4H_B1_target,C4H_B1-C4H_B1_current,C4H_B1-C4H_B2_target,C4H_B1-C4H_B2_current,C4H_B2-C4H_B2_target,C4H_B2-C4H_B2_current
11.45,2.213591826679985,0.986485222358686,0.7611676454467462,0.9853183090386972,0.7983572211727596,0.9795536512737854,0.7686712859098741,0.9788963981319427,0.7767089445811443,0.9840174955288002,1.3316223267138343,0.9861535682398156,1.3298422660200269,0.9827303747927182,0.9770278742080474,0.9858797127640512,1.0575477509657305,0.9749528792808866,1.0053782798625968,0.9722964811659391,0.9979020249486044,0.979115482512557,0.9448014451748544,0.9404197037865945,0.9322040925725228,0.96451898565416,0.959932652626491,0.9675120323691204,0.9986414347752628,0.9779652895143323,0.9884540104968556,0.9813063263186992,0.9201544509529016,0.9678052513633736,0.9280962602021976,0.9669836849360702,1.020070212041222,0.962643490577693,1.01833164460369,0.9719678545950178,0.932751803555233,0.9650666966056957,0.968900728414097,0.9582203097115009,1.0223385100504252,0.965907626551491,0.9374073469082684,0.9532909111476806,0.9278224047108424,0.9787594703940852,0.9432800257784252,1.0467364851568932,0.8790761272496385,1.0707749102520543,1.028479511977767,0.9554513265676292
11.55,2.1637288674118658,0.986720788135791,0.7779451765518667,0.9773330173621076,0.7983051608476405,0.9847611143162285,0.7760746955094923,0.9840479093550538,0.7838122969437751,0.9803069474832321,1.330329178770757,1.0061572631514533,1.3367883938811147,0.9988906465659004,0.9520274123094762,0.9701327327798096,0.9849764775369816,0.9826080427353239,0.9963070173764008,0.9850840750533641,0.9940193786914824,0.9871564064499848,0.8924482210810905,0.9621538627167168,0.9306652438173736,0.975341426149757,0.9493088874313794,0.9751891887652673,0.985084131122154,0.9833077909991179,0.9910589050992352,0.9732690947531503,0.9306652438173736,0.9503119690217418,0.9484280853708572,0.9756105600973701,1.0302121878035382,0.9536584729562215,1.0095484083526345,0.9747762448597835,0.9231294928552896,0.9839537124733753,0.9325491815578946,1.0103288393394558,1.0134117040569004,0.9662724276726322,0.9274356362621948,0.9971412759064155,0.958655175962257,0.9530033084978724,0.9629015118218456,0.9569207026242714,0.8181672473120081,1.1169058825942362,0.9509400023582204,1.0944780536265104
11.650000000000002,2.124775572763635,0.9882120063110277,0.7807573848738879,0.9847920137911707,0.8096312158921958,0.9792500373788612,0.7824107192198744,0.9777818765631897,0.7980578754702904,0.978760650440304,1.3071922673106946,0.9867098815233649,1.326238678976458,0.9783770768938781,0.9601229853734902,0.97765161386458,0.95171215624889,0.9874505752681974,1.001603173473378,0.9671873106771279,0.9868951111314824,0.9907836971199921,0.9160794944241496,1.0002010890187247,0.8832773409997793,1.0195120330807101,0.9505035855422964,0.9700629766518998,0.9798056134558922,0.9756788353947955,0.9940904222052156,0.9728747805036031,0.9343323056038396,0.9909424172081837,0.9107888245169932,0.9909424172081837,1.027084696420634,0.9719868565086356,1.0034813612904188,0.973985821120868,0.9319515041456192,0.9893552163263767,0.9697797939817882,0.9705733392249936,1.0159155043944144,0.9880191886481007,0.9271899012291782,0.9451781251160812,0.9409456429877852,0.9856517476021602,0.9758346717644568,1.011105746928931,0.8756058696344213,1.0713605952197742,0.9640776275263307,0.9229279201618732
11.75,2.0998056204317126,0.9911432182371209,0.7866251997557517,0.9866035820983287,0.8133843432166487,0.9855763847158756,0.7904089270381235,0.9839510724018677,0.7994846715161148,0.9860054671667737,1.3224841989347833,0.9641352646695048,1.289457850834357,0.9902702866787524,0.938911784380534,0.986035937668353,0.942733205776902,0.9847312223125916,0.9805704786006192,0.9772157781726191,0.9927928278976276,0.9835089874524576,0.9099148976644984,0.9671258393272795,0.9210970470213355,0.9892300867977872,0.9568788742562134,0.96806884881532,0.9875658231982688,0.9879818469406073,0.977787943760662,0.97822997305656,0.9023734480982594,0.9954712860835777,0.9307188964679164,0.9759675383154826,1.024491870367323,0.9737426663478568,1.0011924424145078,0.9733930436100725,0.947362095510651,0.9598444401605238,0.9679060443290264,0.9738871385535524,0.995334750832229,0.9688043436806488,0.9569839449572318,0.9738871385535524,0.9494424953909928,0.9767476882262064,1.0633154943969276,1.0864309867857154,0.8581649506410246,1.149420868466378,0.9188432804843016,0.9535165575512927
11.85,2.0642714912871054,0.983942030970109,0.7862144649806773,0.9803774220924061,0.817305092278775,0.992304870126156,0.792095093499232,0.9901955143645603,0.8094173796788875,0.9827552413145684,1.3011529796053969,0.97362748365532,1.2920763573267582,0.9990675925375954,0.9615098803064848,0.9837720192311016,0.9522271648544834,0.9832921682357019,0.9861046987113744,0.982346154136562,0.9819371228482248,0.9843915900265942,0.874935251760595,1.006610137382089,0.8956452913259393,0.9905023297480856,0.9311382547561108,0.9648672329747441,0.9868717372137944,0.9896330194948015,0.9801985022427392,0.9718888631487727,0.9178894078961238,0.9994511117669764,0.9137985358832164,0.9743945221140822,1.0304658668876912,0.9779352956055049,1.013462405297694,0.9794058400446408,0.9309290624372666,0.9784853938941465,0.9547072560122916,0.9797637913254166,1.011974298950559,0.9692060363778425,0.9411562424695352,0.961354868315127,0.9516391020026108,0.9792524323529086,0.9545368030117808,0.8579467205412381,0.790049657492773,1.0329451244662249,0.8920373694812477,0.9261279168756411
11.95,2.027378854922803,0.9848520742558222,0.8013706105690163,0.9817883090155712,0.8232188586892546,0.9909650755403007,0.7992838388843445,0.9812854724936683,0.8151609029671183,0.9862384122344126,1.2899014612299664,0.9938563855412624,1.3062436491219749,0.9724858333603853,0.9579798161030636,0.977940847749482,0.9420391355779152,0.9864395468431738,0.9795004585919026,0.9774890567533007,0.9739943983636724,0.9856601502342242,0.9071171371440832,0.9594120837909075,0.9015859350883266,0.9795255446670271,0.94604379697448,0.9629573352281308,0.972586456022207,0.9839002224075637,0.9759806027382394,0.9938815273673379,0.9191852143566432,0.9729886698822883,0.9083742285203916,0.9508638629185566,1.02731031019037,0.9743854379986528,1.0090421059351478,0.9821151527548081,0.9287391088165864,0.9694688142289674,0.9262249260639696,1.0044159525012253,1.015475874203306,0.9668682859540427,0.939550094652838,0.9815368907546391,0.9503610804890894,0.9765085255356092,1.0783050472333335,1.0559566959962763,0.8221377601056203,1.0383574177296562,0.8939316453747842,0.9944988988747998
12.05,1.995931823250913,0.9877212275964938,0.8076712356009276,0.9915109941548412,0.8300732359209827,0.9908186586435173,0.8136302665911409,0.9875671543671208,0.8205783483681117,0.9857497736498954,1.289227700538239,0.9818801126669805,1.2915766961567878,0.9860835782714475,0.9520862624038244,0.974614585962631,0.9427384836674852,0.9823993643004526,0.969418128640266,0.9777755521355389,0.9927597272077406,0.9800503688156034,0.9148719777505724,0.9564120563575624,0.871353743133248,0.9954795602108445,0.946591535810728,0.9849047097240118,0.967835647381454,0.9850945275409637,0.9676378372241028,0.9837098565183158,0.90077800403928,0.9855890529062161,0.9032506310061732,1.020700353837647,1.0310105171046662,0.9831064356686249,0.9998067140633872,0.9657833120286773,0.9386091966327494,0.9806437992539019,0.9467688656234978,0.9754512829189721,1.0247165575525738,0.9750641544764777,0.9262460617982824,0.9999302884979272,0.9574011615811396,1.0021556526414686,0.9011351612678514,0.9560823727807118,0.8209121530086196,1.0929010571614257,1.1429031313641045,0.9176192888182694
12.150000000000002,1.9667566243996424,0.9911572869578336,0.8089262968751306,0.9877945213564746,0.8378682037400728,0.9888524817572872,0.8168670805653858,0.9893389003323735,0.8281519921496993,0.9948962325527343,1.2977648321960489,0.9749044291166473,1.292535832216248,0.9970364742830724,0.9540191929319738,0.9837447182199396,0.9373772894021823,0.9853624284810432,0.9711833822948458,0.9764123266994554,0.9812522473722288,0.9853624284810432,0.8782287873050846,0.9818358938116266,0.912764508101906,0.9944827767638695,0.9568689180795276,0.9849239147656034,0.9816900241147238,0.9801091078701113,0.9798902752844668,0.9719129548799074,0.9064410662658684,0.9779445452109364,0.9190879499379436,0.9794038009361953,1.0386265498990055,0.9751464100744751,1.0055974984409743,0.9683134574242688,0.9482730661042716,0.9798902195112815,0.9280866940892282,0.9927803117510676,1.0034963174765736,0.9752446764532805,0.9592174846666446,0.9601902672202878,0.9455977637890248,0.9725939408849875,0.8701488338479181,0.9241952926639422,0.8974423221146149,0.9339236641656321,1.0268837169633815,1.2106417868814212
12.25,1.9254598414975368,0.9934963439663431,0.8203926313937716,0.9888877443757642,0.8444736236362317,0.9846409725131228,0.8229885456096752,0.9817340272663005,0.832379295192552,0.9881939055925721,1.2733138670081348,0.9880025017902987,1.2654184597155251,0.9925483420939712,0.9582757574733958,0.9752893742424954,0.9547700709663264,0.9857774325890409,0.981183797181603,0.9839830219428544,0.9781691871244248,0.9865430477980806,0.8632311973253194,0.9943427527401577,0.9106036410809772,0.9763986462782925,0.9492855783706998,0.977851091797994,0.9697234938689966,0.9867583770756229,0.9703216307851034,0.9806095299280236,0.9051007814527948,0.997453064526881,0.9201738317386858,0.96252187061445,1.0288438299999343,0.9724859852194968,1.0148230173434498,0.9858970599654534,0.9084503481829928,0.9835762888630386,0.9464918560473846,0.9713742964689702,1.0082534197969857,0.9858745845189899,0.9295047676299518,0.9914716957062593,0.9218486151037848,0.9582152850636024,0.9995532464717882,0.9782861004394642,0.8038960152475417,0.9450562736582492,0.9251184302451656,1.0155035064344438
12.35,1.890453850405449,0.990094037684138,0.8294410035731506,0.9856614384527019,0.8551697757636789,0.988533268305021,0.8314654083383707,0.9843432214713096,0.840940093431406,0.9854025029742142,1.2583087991259254,0.9991378531285354,1.2776112631663945,1.0089067825442108,0.9568011246470683,0.9807210969427769,0.9481040782414516,0.9905694427494931,0.9792469561994288,0.9813890030576535,0.9822835633472586,0.9807298945669574,0.907686601707898,0.9879565483756539,0.8740249875885439,0.9538241443931736,0.9536149578801024,0.9774398209068437,0.975127527898109,0.9892041465901938,0.9711493371385488,0.9695956689919826,0.8930920557260801,0.9881919442651883,0.8973291819788659,0.9844256100326387,1.0348384330738,0.9855241241837807,1.0097071860389013,0.9775520500582436,0.9505286560416212,0.9481746430443493,0.9281660452630296,1.0018449058581804,1.001740342479647,0.9813868630949952,0.938288069089129,0.9698310648815093,0.912865311572414,0.9898397154919287,1.0462040130335617,0.967738656974513,0.8285935783225983,1.0734052562766137,0.9363525916650376,1.020048854648811
12.45,1.8569946873413288,0.9990453926112305,0.8378855125476656,0.9875182099046138,0.8547365695473595,0.9900429729402455,0.8415452610094548,0.9901124618311344,0.8474170726237812,0.9897418544130601,1.2658560344100054,0.9792142874434143,1.281838480224148,1.0048093622541765,0.9723297952629906,0.9829051536176983,0.9596416377970002,0.9873444876773915,0.980627284039918,0.9863484802413166,0.9866264919614584,0.9861400135686498,0.9026607440248472,0.9872055098956433,0.905903559117572,0.9879003988045327,0.9596954507458816,0.9976452213820199,0.9686288681968368,0.9886184506770221,0.9797702543368408,0.9755545391899004,0.9003444475300441,0.9693700279008135,0.922812523529636,0.9983237324378748,1.030822130990347,0.9790212627464644,1.013240738686748,0.9717558131546381,0.9316144502098886,0.9885952877134222,0.8936271876951144,0.969138398264517,1.0174390845759278,0.9797699646011601,0.933235857756251,0.9892901766223117,0.9253604496739196,0.9707598057185924,0.9574025511853484,1.0500543512107536,0.7527963608110576,1.0747615124156922,0.8698980169372251,0.9728444724452572
12.55,1.8321699057601049,0.9897400832594799,0.844064613483706,0.9869455391960821,0.8640902903483877,0.9892022744229024,0.8489314114468358,0.9910600918065979,0.8568755758035137,0.9900570983724556,1.2766511471901156,1.001055833190038,1.236873337140178,0.9999160679239673,0.975731225536822,0.9797376176023133,0.94915097699672,0.9946047617840783,0.979263577040254,0.9869683345014035,0.9839822055103612,0.9850079382437616,0.924805589527774,0.9911398753752215,0.8990468930484449,1.0057288707809287,0.9546858616482848,0.9818559692079399,0.9769384557651288,0.9999160679239685,0.9777134961901705,0.9769839907706227,0.9501083798747256,0.998434373078075,0.9067972972988624,1.0130233684837822,1.024407264114905,0.977250857021795,1.0194744979159496,0.9794458837453358,0.9530717697351796,0.99159578148165,0.9583146902575208,1.0018536688762876,1.0160720105835588,0.9748561986849997,0.9307323692486816,0.974499302490587,0.934151665241513,1.0257887394637757,0.9371403832204372,0.9877965639280507,0.8183515076176048,1.0326273310602017,0.947271630606604,0.9016809660471438
12.650000000000002,1.7841281717785868,0.9936927251446476,0.8472632389236775,0.9886345161924603,0.8691274453249466,0.9904294227214953,0.847016439261888,0.9956346516556968,0.8632939987735562,0.996790122733763,1.268325898269637,0.9910127673434528,1.2491428336487185,0.9984167567757222,0.9795838917533212,0.9824393691119684,0.9647174416026344,0.9871761546376194,0.9787401496588616,0.9760926068208285,0.9841697422182324,1.0022533694815132,0.921011465133002,0.9771022417434315,0.8651449962369928,0.9786727849563371,0.9668473068198266,0.9835725171732278,0.9841473058853424,0.9854036844401974,0.9854037405271804,0.9850895757976162,0.9373899881426754,1.0085131060015442,0.9178703785284072,0.9730637020531028,1.0429042090205518,0.9755951548219611,1.0073913467593445,0.9821279800247086,0.9389605314449728,1.0085131060015442,0.9189921951729052,0.9735124286853615,1.018065602103986,0.9891022797121741,0.9427747080362666,0.9694738889950327,0.9504030612188542,0.9708200688918089,0.987198647158378,0.9074249674565693,0.8929660490205624,1.0163658220660716,0.9572835366384272,0.9822127394996931
12.75,1.7639873102286925,0.9872450674332162,0.8572261261503642,0.9945554021819996,0.8779204948675088,0.9927443689501746,0.8606715066411588,0.9885149437807298,0.8772247930376368,0.9891443882576446,1.2488399990511678,1.0015897202836208,1.2260916535029724,0.9885591153229297,0.9864532151123766,0.9853377159798371,0.9704930097852372,0.9940363865606838,0.9852463057329988,0.9817125262758265,0.9946769305379302,0.984760362690361,0.9110381105466562,1.0146203252443118,0.9013203707008252,1.0071111630635745,0.9805636758118732,0.9870331893183281,0.9892659163055924,0.9896192323367207,0.9865272805308584,0.9819996413003841,0.9435041959406824,0.9947431312364781,0.9437250536644514,0.9929762695468928,1.040351423256379,0.9874793665126678,1.021047342755935,0.9912977509418267,0.9538845089578202,0.9982768546156484,0.920976708116256,1.0090988824643579,1.021701215471451,0.9870778070377619,0.9644856796987268,0.9768536566294277,0.9569765170905844,1.0040191551068005,0.8588911479901136,0.9423262344454874,0.7663763014780357,1.0291969341834342,0.91778654099515,1.0797488103021209
12.85,1.721987035206689,0.992797582959096,0.8614177317317894,0.9937043030478196,0.8850092819035315,0.9939978384479957,0.8649292850522837,0.9870617056586506,0.8748877458621066,0.9904101835569551,1.2455686189753428,1.000629564155678,1.2217596351614648,0.9742113781398338,0.994616153309616,0.9912777217767135,0.977146787758607,0.9921496525950354,0.9930411869987392,0.9802560330471616,0.9984987714163496,0.9892142985932749,0.9043065176430918,0.981060537477275,0.9203966071611462,0.975407263103514,0.9868412533786968,0.992288019450346,0.9871922220252842,0.9890620950524429,0.9851483457892072,0.9841480950198661,0.9536639544079348,0.9662750506535925,0.9456189096489074,0.9832348737748753,1.0411337749302,0.9861823074227408,1.0271565254498576,0.9777120595789691,0.9556208571871576,0.9795385020689547,0.9577951936085164,0.9743200949547138,1.019653966646474,0.991102017833473,0.9812780269591904,0.9897578826676763,0.9517070516287118,0.9906276171867164,0.9325487318271812,1.0726725734828648,0.8284221765376993,1.0067177057889924,0.8842301446858765,0.8987256696748327
12.95,1.6884595777363114,0.9941455263513383,0.8648750279877715,0.9919151323321665,0.8831367834923403,0.9952442094943365,0.8732780045827812,0.9944841950939697,0.8783411993973539,0.9977062279743977,1.2400010302750557,0.9988301929326883,1.2629085078716424,0.9908018718020537,0.9931979902351054,0.989651416087155,0.9933709911043268,0.9978025678279653,1.0041824641756132,0.9843149883284992,1.0081431028254904,0.9891319810068799,0.9210090525281922,0.9923004917464388,0.9165131924391424,0.9985090600874629,0.9980852647907824,0.9876619062042772,0.98823286528827,0.9882756267529456,0.991808144501943,0.980846753600065,0.9651112991160136,0.9835228606436116,0.9396347586113982,1.0017203885397168,1.0458767549148806,0.987878157278503,1.0252701888790132,0.975002135816963,0.9663958305700278,0.9852355691514804,0.9417756443680886,0.9828805949531608,1.0268034090825482,0.9834233851494506,0.9606154390269638,0.9792410893739398,0.9550491360595688,0.9751734066677517,0.8325666831573487,0.8563542539343671,0.8734813887296532,1.0019344771032128,0.8325666831573487,0.9657772974926474
13.05,1.661410796410817,0.9925283169540963,0.874471282619905,0.9949654608713258,0.8921801720086565,0.9941538034872057,0.88311490720251,0.9953133140359486,0.8860769297728904,0.9918453233947083,1.2382519264860992,0.9860056066310323,1.2409925879391202,0.9919085694246327,1.010531069088281,0.9766720258502362,0.9995403139279628,0.986975379089988,1.0010371367215358,0.9812621543861819,0.9987602795144108,0.9887462679280682,0.9602856091162308,1.001606294014119,0.9111645230736224,0.981578384535832,0.9996706390879644,0.994772741487178,0.9994981499056088,0.9958930693103201,0.9972212926984836,0.9859001965811537,0.938571137603833,0.9900111885266897,0.9583882281102932,1.002027934213662,1.037533079363578,0.9959652592232588,1.034220222314268,0.9763922100814616,0.9333006348095616,1.0022387543134332,0.9356196560390412,1.0077200769074908,1.029057684971174,0.9851474197602395,0.9820000806286284,0.9929626699234899,0.9569124873278972,0.997811532218233,0.9557178400278844,0.9838271322667164,0.8517132515542368,1.0330184888800855,0.9041840349283418,0.9276084389943325
