Iteration,Gradient Norm
0,0.04210931363387981
1,0.04208709434164727
2,0.042100639803911925
3,0.04207256731608065
4,0.04207985205631486
5,0.04207565894240001
6,0.04205117461030841
7,0.04204577328512932
8,0.04205292564397273
9,0.042032070084491516
10,0.042012801914597046
11,0.0420159421366198
12,0.042028162139956006
13,0.04199154100757931
14,0.04197531338978916
15,0.04196843409733154
16,0.042003161495615865
17,0.04194434556635275
18,0.0419588480967824
19,0.041930024325015774
