bead_type,a
C12_B1,1.0086830412963907
C12_B2,1.0081004732708732
C12_B3,1.0085377220811493
C12_B4,1.0082938436031053
C4H_B1,1.0000311117215808
C4H_B2,1.0000241964897543
H2O_B1,0.9755786200187534
