bead_type,a
C12_B1,1.0003570760037386
C12_B2,1.0003376289136674
C12_B3,1.0003499854667617
C12_B4,1.0003423433672087
C4H_B1,0.9999986162880201
C4H_B2,0.9999983551356434
H2O_B1,0.9989652978168977
