bead_type,a
C12_B1,1.0012714050554024
C12_B2,1.0012020312471688
C12_B3,1.001249199199792
C12_B4,1.0012187088642495
C4H_B1,0.9999958020803783
C4H_B2,0.9999945567927663
H2O_B1,0.996288305837985
