bead_type,a
C12_B1,1.0002805569684425
C12_B2,1.0002650342804262
C12_B3,1.0002749130705137
C12_B4,1.0002690165257597
C4H_B1,0.9999988719181302
C4H_B2,0.9999987196758812
H2O_B1,0.9991859686701033
