bead_type,a
C12_B1,1.0004082500858202
C12_B2,1.00038586532317
C12_B3,1.0004001312804454
C12_B4,1.0003912904590022
C4H_B1,0.9999984362724855
C4H_B2,0.9999981184467327
H2O_B1,0.9988183678200804
