bead_type,a
C12_B1,1.0004337077764773
C12_B2,1.000410078090792
C12_B3,1.0004250703898727
C12_B4,1.0004157180619138
C4H_B1,0.9999983426647814
C4H_B2,0.9999980006922145
H2O_B1,0.9987450988780043
