bead_type,a
C12_B1,1.0002294803602425
C12_B2,1.0002167094810188
C12_B3,1.0002249121492444
C12_B4,1.0002200605659026
C4H_B1,0.9999990768888153
C4H_B2,0.9999989774569532
H2O_B1,0.9993333927353746
