bead_type,a
C12_B1,1.0034647823764211
C12_B2,1.0031860501498706
C12_B3,1.0032839365296347
C12_B4,1.0031653846709918
C4H_B1,1.0000856593435816
C4H_B2,1.00008398190487
H2O_B1,0.9883712136992892
