bead_type_i,bead_type_j,gamma,b
C12_B1,C12_B1,0.9998344866063604,
C12_B1,C12_B2,0.9996942067884106,
C12_B1,C12_B3,0.9996507944333868,29.75580428942093
C12_B1,C12_B4,0.999513858128821,
C12_B1,C4H_B1,1.0003725059140682,
C12_B1,C4H_B2,1.0003699426211872,
C12_B1,H2O_B1,1.018909473226746,
C12_B2,C12_B2,0.9999868837572795,
C12_B2,C12_B3,0.9996075202072099,
C12_B2,C12_B4,0.9998418104816096,28.58401994685195
C12_B2,C4H_B1,1.0003507754756533,
C12_B2,C4H_B2,1.0003529493296919,
C12_B2,H2O_B1,1.0171085253126888,
C12_B3,C12_B3,0.9997508166177408,
C12_B3,C12_B4,0.9995435295262726,31.792779010674984
C12_B3,C4H_B1,1.0003665038156093,
C12_B3,C4H_B2,1.0003653185274761,
C12_B3,H2O_B1,1.0192079436923385,
C12_B4,C12_B4,0.999823088523618,
C12_B4,C4H_B1,1.0003568620962078,
C12_B4,C4H_B2,1.0003542470772815,
C12_B4,H2O_B1,1.0184807877116622,
C4H_B1,C4H_B1,1.0000131609949527,
C4H_B1,C4H_B2,1.0000243095954304,0.8159323881185037
C4H_B1,H2O_B1,0.9987622497116678,
C4H_B2,C4H_B2,1.0000109726371829,
C4H_B2,H2O_B1,0.9987627000237274,
H2O_B1,H2O_B1,0.9259235164292742,
